License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
NJ-MD-449094,NJ,MD,expired,5/28/2022,7/28/2023,-845,12,1de9a773-d781-450f-9679-4fe706b0ad9d,,Mark,Page,provider.md190@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
NJ-MD-633813,NJ,MD,expired,3/1/2021,10/24/2022,-1122,12,269edb7b-a392-48ea-a7a7-0d6a766cbc0d,,Isaac,Rosales,provider.md188@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,54,100.00%,,,No,
NJ-MD-850166,NJ,MD,expired,3/27/2023,1/31/2025,-292,24,aaed16c2-a1c9-44ff-b411-92c010ed1b54,,Brian,Rhodes,provider.md187@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,14,100.00%,,,No,
NJDO50187,NJ,DO,active,3/31/2022,10/10/2027,690,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NJDO73945,NJ,DO,active,11/18/2022,6/17/2026,210,24,92427550-a01a-48ac-ba8b-8209ffc5a514,2321005349,Tonya,Barker,prov.do46@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO256485,NM,DO,active,10/28/2020,3/19/2026,120,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO537197,NM,DO,active,12/14/2023,9/15/2026,300,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NM-DO-124959,NM,DO,active,5/22/2022,5/13/2027,540,36,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NM-MD-111520,NM,MD,expired,9/1/2023,11/6/2024,-378,12,648dd429-6514-48d3-a202-93dcabe4e86f,,Jennifer,Price,provider.md195@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
NM-MD-145380,NM,MD,expired,11/7/2022,5/4/2024,-564,36,4aa67221-950f-401b-92c9-8e7441df4ac1,,George,Larson,provider.md191@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
NM-MD-285619,NM,MD,expired,1/14/2023,10/1/2024,-414,36,6e50de63-b95e-4c25-9a79-060be873d410,,Teresa,Harmon,provider.md194@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
NM-MD-359307,NM,MD,expired,12/30/2020,6/14/2022,-1254,12,974ae33b-f3f7-4401-921d-a4695f885288,,Susan,Perry,provider.md193@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
NM-MD-518336,NM,MD,expired,12/13/2023,8/18/2025,-93,12,2308643e-b9fa-494f-a8d5-ae2d26d1bf1d,,Tanya,Marsh,provider.md192@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
NV-DO-949728,NV,DO,active,4/11/2022,4/7/2028,870,12,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NV-MD-569701,NV,MD,expired,11/21/2023,2/27/2025,-265,36,4e8b747c-eba7-4790-b3be-4692e90d732e,,Michelle,Dixon,provider.md196@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
NV-MD-589144,NV,MD,expired,10/18/2021,5/15/2023,-919,24,8edc1a6a-a24f-47de-a685-faee8e646cc6,,Gloria,Rogers,provider.md200@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
NV-MD-712425,NV,MD,expired,4/27/2022,9/15/2023,-796,12,35d95946-6b66-43cc-bdbf-9df93636da99,,Erica,Bates,provider.md199@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,6,100.00%,,,No,
NV-MD-793523,NV,MD,expired,3/7/2022,9/19/2023,-792,12,250b7f06-dd2a-4af3-97ac-8374e07fab42,,Laura,Rice,provider.md198@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
NV-MD-857449,NV,MD,expired,3/25/2024,8/3/2025,-108,24,27cc3a97-6c25-4a5c-bb38-3aaa7798d916,,Justin,Lee,provider.md197@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,40,100.00%,,,No,
NVDO51139,NV,DO,active,8/7/2020,6/17/2026,210,12,bd9ffd72-affb-4faf-a34c-8af105ade4f6,7373301125,Marcus,Brown,prov.do30@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NVDO61584,NV,DO,active,9/21/2023,9/15/2026,300,12,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NVDO91706,NV,DO,active,8/19/2020,2/12/2027,450,12,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO264319,NY,DO,active,7/30/2021,8/11/2027,630,36,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO602434,NY,DO,active,9/10/2022,1/18/2026,60,36,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD423252,NY,MD,active,10/20/2021,10/4/2028,1050,36,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD914573,NY,MD,expired,7/29/2023,3/19/2026,120,36,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD991172,NY,MD,inactive,6/5/2021,8/16/2026,270,36,cf744110-c233-4708-8fac-f827cbcd3ea2,7700207593,John,Adams,prov.md10@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-224746,NY,DO,active,3/31/2020,6/12/2027,570,36,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-285975,NY,DO,expired,5/18/2023,10/23/2024,-392,12,be6a6f1e-1f98-46c7-9a6f-e241aa8e0472,,Joshua,Mullen,provider.do204@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
NY-DO-537257,NY,DO,expired,3/20/2024,12/19/2025,30,36,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-722715,NY,DO,suspended,1/27/2022,7/12/2027,600,36,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-731754,NY,DO,inactive,9/14/2021,6/12/2027,570,36,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-860228,NY,DO,expired,8/25/2022,11/3/2028,1080,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-DO-988967,NY,DO,active,12/30/2024,10/10/2027,690,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-MD-277941,NY,MD,active,2/17/2020,12/9/2027,750,36,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-MD-354842,NY,MD,expired,1/25/2023,11/7/2024,-377,12,939db677-a836-45c6-91b6-490e6b786275,,Brian,Thomas,provider.md203@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,23,100.00%,,,No,
NY-MD-368181,NY,MD,expired,8/16/2024,9/23/2025,-57,36,f4424cf5-cae2-4bea-a4b4-b7fea85e6ca2,,Erika,Schmidt,provider.md201@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
NY-MD-434094,NY,MD,active,11/22/2023,9/4/2028,1020,36,1b2754c8-f9be-40af-87d8-1c9b5ea44258,6833188865,Shirley,Cameron,prov.md7@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-MD-559214,NY,MD,expired,9/4/2022,1/24/2024,-665,36,d1aa5e39-a667-4f8b-b598-d62415080b5d,,Joy,Morales,provider.md202@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
NY-MD-854764,NY,MD,active,7/10/2023,7/17/2026,240,36,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-MD-979647,NY,MD,active,6/12/2024,12/19/2025,30,36,55e1600c-cc6c-4b23-9808-621d9007f957,4925985880,Kyle,Anderson,prov.md3@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NY-MD-988083,NY,MD,expired,6/19/2022,8/10/2023,-832,36,c1a3c790-a3bf-469c-bfd2-35b5ac1efbdd,,Ann,Brown,provider.md205@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,19,100.00%,,,No,
NYDO59057,NY,DO,active,4/11/2021,8/11/2027,630,36,1eff1e99-d34b-480f-b49f-d675c98e8909,8291031509,Laura,Herring,prov.do1@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NYMD84261,NY,MD,active,6/11/2022,9/4/2028,1020,36,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NYMD89812,NY,MD,active,5/20/2021,9/4/2028,1020,36,a6cff191-d89f-4dab-98e3-140fbdfa5cb5,5519457723,Morgan,Webster,prov.md6@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
NYMD93626,NY,MD,active,9/14/2020,6/17/2026,210,36,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO292245,OH,DO,active,3/20/2022,6/6/2028,930,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO850174,OH,DO,active,9/27/2023,1/8/2028,780,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD620264,OH,MD,active,6/5/2022,6/17/2026,210,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-DO-145793,OH,DO,inactive,9/26/2024,12/13/2025,24,12,cf807980-30f4-435c-b5df-e70cf055974e,,Joshua,Young,provider.do209@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
OH-DO-346849,OH,DO,expired,1/12/2022,6/14/2023,-889,24,fa8ab335-1050-452c-bc89-3074db9fdae4,,Mason,Kim,provider.do210@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
OH-DO-482257,OH,DO,expired,11/27/2024,10/4/2028,1050,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-DO-565871,OH,DO,active,11/17/2021,11/9/2027,720,24,1eff1e99-d34b-480f-b49f-d675c98e8909,8291031509,Laura,Herring,prov.do1@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-DO-743790,OH,DO,active,11/9/2023,12/19/2025,30,24,486c8135-e4b9-4bd3-a12c-de67b8eee975,5029556670,Robert,Joseph,prov.do32@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-DO-907341,OH,DO,active,10/7/2023,12/19/2025,30,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-MD-143474,OH,MD,active,6/11/2022,8/16/2026,270,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-MD-327360,OH,MD,active,10/27/2021,6/6/2028,930,24,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-MD-454502,OH,MD,inactive,2/3/2020,5/13/2027,540,24,c2c8ad8f-f8fe-4279-97f0-1296de7d5601,9369812830,Ashley,Moody,prov.md2@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-MD-494574,OH,MD,expired,9/13/2023,5/29/2025,-174,12,22b4f8c3-0bde-4c27-9c1c-07a92688e129,,Alexander,Mathis,provider.md207@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
OH-MD-619581,OH,MD,active,10/5/2022,6/6/2028,930,24,378ff3f0-8aff-4f36-8e30-b84dfa14ca33,7075058915,Nicole,Greene,prov.md5@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OH-MD-656735,OH,MD,expired,11/5/2023,8/31/2025,-80,24,5c6e8b88-7e90-498d-8427-68601a422066,,Anthony,Johnson,provider.md206@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,49,100.00%,,,No,
OH-MD-853445,OH,MD,expired,10/10/2022,10/18/2023,-763,36,a77266a5-0796-40f6-af6a-d8e175331637,,Logan,Russell,provider.md208@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
OHDO12315,OH,DO,expired,5/24/2022,11/9/2027,720,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHDO26694,OH,DO,active,6/7/2024,2/7/2028,810,24,9b323a4b-7dba-473c-a06b-ae4f422f519b,9267002610,Brian,Valenzuela,prov.do8@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHDO70148,OH,DO,expired,12/25/2020,11/9/2027,720,24,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHDO71073,OH,DO,inactive,8/10/2023,11/9/2027,720,24,6ded9aa7-c79f-47fb-832c-4829d5a77627,9972773817,Ian,Miller,prov.do4@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHDO94046,OH,DO,active,11/14/2020,2/17/2026,90,24,6c9bf46c-0d31-4ca2-a2bd-a8cb34ffd5fd,6273968943,Robert,Lane,prov.do9@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD20106,OH,MD,expired,12/22/2021,1/8/2028,780,24,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD29316,OH,MD,active,8/1/2020,9/10/2027,660,24,55e1600c-cc6c-4b23-9808-621d9007f957,4925985880,Kyle,Anderson,prov.md3@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD31586,OH,MD,active,11/23/2022,11/9/2027,720,24,cf744110-c233-4708-8fac-f827cbcd3ea2,7700207593,John,Adams,prov.md10@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD80858,OH,MD,inactive,6/17/2020,7/17/2026,240,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD94673,OH,MD,inactive,1/15/2024,5/13/2027,540,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OHMD97816,OH,MD,expired,10/27/2022,9/15/2026,300,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO500590,OK,DO,inactive,12/6/2022,8/5/2028,990,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO642409,OK,DO,suspended,6/10/2023,7/12/2027,600,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OK-DO-216738,OK,DO,active,10/19/2022,4/7/2028,870,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OK-DO-894046,OK,DO,active,12/30/2020,6/12/2027,570,24,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OK-MD-292404,OK,MD,expired,8/16/2022,3/5/2024,-624,12,b508501e-4648-40b1-b418-65a0c74b654c,,Jonathan,Herring,provider.md215@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
OK-MD-452529,OK,MD,expired,6/1/2024,7/10/2025,-132,12,6f27a95e-317f-4d92-b814-4565e48fc08c,,Andrea,Lowe,provider.md214@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
OK-MD-581434,OK,MD,expired,7/10/2021,6/14/2023,-889,12,baa18d5c-77e4-4c07-a0d1-1f342128eddd,,Jennifer,Williams,provider.md213@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,23,100.00%,,,No,
OK-MD-733287,OK,MD,active,8/25/2020,2/7/2028,810,24,e940214d-542a-4f06-bf6e-0c55250cb610,1259369420,Jonathan,Taylor,prov.md40@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OK-MD-796085,OK,MD,expired,4/21/2022,10/1/2023,-780,12,621f6818-5214-444f-a9ee-4b6fb0a6323e,,Katelyn,Evans,provider.md211@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,17,100.00%,,,No,
OK-MD-798878,OK,MD,expired,4/9/2022,2/3/2024,-655,36,8c2c1d8c-fbf7-41d2-8ff5-5372f7a38364,,Barbara,Garcia,provider.md212@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,12,100.00%,,,No,
DO147622,OR,DO,active,7/2/2024,3/19/2026,120,24,85c6e18b-d5b6-43d9-8c2d-e42c2c524f8c,2798694903,Christopher,Bryant,prov.do33@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO385560,OR,DO,active,4/1/2024,7/12/2027,600,24,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO909167,OR,DO,expired,11/25/2020,7/6/2028,960,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OR-DO-231143,OR,DO,expired,5/26/2022,10/31/2023,-750,36,af34aa72-caf8-4282-9929-4065d817f0f6,,Jerry,Thomas,provider.do216@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
OR-DO-324044,OR,DO,inactive,9/24/2021,3/19/2026,120,24,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OR-MD-300477,OR,MD,active,9/4/2021,8/16/2026,270,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
OR-MD-325852,OR,MD,expired,5/27/2022,10/1/2023,-780,24,b97594c6-30f2-4edd-9eb7-968338986e24,,Pamela,Dunn,provider.md219@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,7,100.00%,,,No,
OR-MD-540467,OR,MD,expired,6/28/2021,11/6/2022,-1109,36,2219484b-b738-43f2-9929-3a91ddd9c7ef,,Amy,Atkins,provider.md217@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,15,100.00%,,,No,
OR-MD-785730,OR,MD,expired,2/12/2023,7/20/2024,-487,12,c332f4a6-a19a-4ce2-bd4d-e6baff539180,,Kimberly,Lara,provider.md220@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
OR-MD-844923,OR,MD,active,9/11/2024,8/4/2026,258,12,90f0b70a-82cb-4acf-a49f-f7d9c21cc28f,,Ashley,Branch,provider.md218@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
ORDO71058,OR,DO,active,4/9/2020,6/6/2028,930,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO172435,PA,DO,inactive,12/5/2023,5/13/2027,540,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO707624,PA,DO,inactive,7/17/2023,1/8/2028,780,24,9b323a4b-7dba-473c-a06b-ae4f422f519b,9267002610,Brian,Valenzuela,prov.do8@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO862883,PA,DO,active,10/17/2022,3/19/2026,120,24,022b323c-e64a-4886-a845-e20a0bd08d6a,8903299092,Nicole,Olsen,prov.do39@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD115607,PA,MD,active,9/25/2024,1/8/2028,780,24,378ff3f0-8aff-4f36-8e30-b84dfa14ca33,7075058915,Nicole,Greene,prov.md5@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD488289,PA,MD,active,12/3/2024,11/3/2028,1080,24,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD827624,PA,MD,active,10/6/2024,11/9/2027,720,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-DO-205684,PA,DO,active,7/19/2022,12/14/2026,390,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-DO-208946,PA,DO,active,6/16/2024,6/1/2026,194,36,ea33a21e-dbee-4ab8-b434-bfc99a68311f,,Kyle,Williams,provider.do222@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
PA-DO-300241,PA,DO,expired,10/12/2023,7/17/2026,240,24,1eff1e99-d34b-480f-b49f-d675c98e8909,8291031509,Laura,Herring,prov.do1@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-DO-456054,PA,DO,active,11/2/2023,2/17/2026,90,24,6ded9aa7-c79f-47fb-832c-4829d5a77627,9972773817,Ian,Miller,prov.do4@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-DO-925421,PA,DO,expired,2/27/2023,3/3/2024,-626,12,0d88dfcc-c2c5-4610-96f6-775e059ba76b,,William,Chaney,provider.do223@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,13,100.00%,,,No,
PA-MD-255472,PA,MD,suspended,12/2/2023,7/17/2026,240,24,1b2754c8-f9be-40af-87d8-1c9b5ea44258,6833188865,Shirley,Cameron,prov.md7@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-MD-322736,PA,MD,active,7/5/2021,1/18/2026,60,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-MD-646762,PA,MD,active,10/20/2022,8/5/2028,990,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PA-MD-663956,PA,MD,active,2/6/2024,10/10/2027,690,24,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
